analysis_key,complexity,file_complexity,complexity_in_classes,class_complexity,complexity_in_functions,function_complexity,class_complexity_distribution,function_complexity_distribution,file_complexity_distribution,xs,xs_percent,tangle_design,fat_class,fat_design,fat_leaf_package,fat_method,cognitive_complexity,tests,test_execution_time,test_errors,skipped_tests,test_failures,test_success_density,test_data,coverage,new_coverage,lines_to_cover,new_lines_to_cover,uncovered_lines,new_uncovered_lines,line_coverage,new_line_coverage,coverage_line_hits_data,conditions_to_cover,new_conditions_to_cover,uncovered_conditions,new_uncovered_conditions,branch_coverage,new_branch_coverage,conditions_by_line,covered_conditions_by_line,it_coverage,new_it_coverage,it_lines_to_cover,new_it_lines_to_cover,it_uncovered_lines,new_it_uncovered_lines,it_line_coverage,new_it_line_coverage,it_coverage_line_hits_data,it_conditions_to_cover,new_it_conditions_to_cover,it_uncovered_conditions,new_it_uncovered_conditions,it_branch_coverage,new_it_branch_coverage,it_conditions_by_line,it_covered_conditions_by_line,overall_coverage,new_overall_coverage,overall_lines_to_cover,new_overall_lines_to_cover,overall_uncovered_lines,new_overall_uncovered_lines,overall_line_coverage,new_overall_line_coverage,overall_coverage_line_hits_data,overall_conditions_to_cover,new_overall_conditions_to_cover,overall_uncovered_conditions,new_overall_uncovered_conditions,overall_branch_coverage,new_overall_branch_coverage,overall_conditions_by_line,overall_covered_conditions_by_line,executable_lines_data,arch_violations,arch_violations_weighted,public_api,public_documented_api_density,public_undocumented_api,commented_out_code_lines,duplicated_lines,duplicated_blocks,duplicated_files,duplicated_lines_density,duplications_data,new_duplicated_lines,new_duplicated_blocks,new_duplicated_lines_density,quality_gate_details,quality_profiles,arch-diagrams,s101.buildbreaker,Structure101_Web_Application_URL,project,violations,blocker_violations,critical_violations,major_violations,minor_violations,info_violations,new_violations,new_blocker_violations,new_critical_violations,new_major_violations,new_minor_violations,new_info_violations,false_positive_issues,open_issues,reopened_issues,confirmed_issues,wont_fix_issues,afferent-couplings,efferent-couplings,number-of-classes-and-interfaces,package-dependency-cycles,missing_package_info,package,missing_package_info_count,package_count,package_info_count,java_count,sqale_index,new_technical_debt,sqale_rating,development_cost,sqale_debt_ratio,new_sqale_debt_ratio,code_smells,new_code_smells,effort_to_reach_maintainability_rating_a,new_maintainability_rating,burned_budget,business_value,team_size,fat_method_list,s101_model_name,s101_model_sequential_actions,s101_model_refactoring_actions,s101_model_class_mappings,s101_model_alignment,alert_status,bugs,new_bugs,reliability_remediation_effort,new_reliability_remediation_effort,reliability_rating,new_reliability_rating,last_commit_date,vulnerabilities,new_vulnerabilities,security_remediation_effort,new_security_remediation_effort,security_rating,new_security_rating,lines,generated_lines,ncloc,ncloc_language_distribution,generated_ncloc,classes,files,directories,functions,accessors,statements,projects,comment_lines,comment_lines_density,ncloc_data,comment_lines_data,new_lines,sg_i.CORE_VIOLATIONS_COMPONENT_DEPENDENCIES,sg_i.CORE_BIGGEST_COMPONENT_CYCLE_GROUP,sg_i.CORE_UNASSIGNED_COMPONENTS,sg_i.CORE_EMPTY_ARTIFACT_COUNT,sg_i.CORE_LINES_OF_CODE,sg_i.CORE_NCCD,sg_i.CORE_DUPLICATES,sg_i.CORE_COMPONENT_DEPENDENCIES_TO_REMOVE_COMPONENTS,sg_i.CORE_CODE_COMMENT_LINES,sg_i.CORE_IGNORED_DUPLICATES,sg_i.CORE_THRESHOLD_VIOLATIONS,sg_i.CORE_COMMENT_LINES,sg_i.CORE_RELATIVE_CYCLICITY_COMPONENTS,sg_i.CORE_IGNORED_VIOLATIONS_PARSER_DEPENDENCIES,sg_i.CORE_CYCLIC_COMPONENTS,sg_i.JAVA_RELATIVE_CYCLICITY_PACKAGES,sg_i.CORE_VIOLATIONS_PARSER_DEPENDENCIES,sg_i.JAVA_COMPONENT_DEPENDENCIES_TO_REMOVE_PACKAGES,sg_i.CORE_TOTAL_LINES,sg_i.CORE_ARTIFACT_COUNT,sg_i.JAVA_IGNORED_CYCLIC_PACKAGES,sg_i.CORE_STRUCTURAL_DEBT_INDEX_COMPONENTS,sg_i.CORE_ACD,sg_i.JAVA_STRUCTURAL_DEBT_INDEX_PACKAGES,sg_i.JAVA_CYCLICITY_PACKAGES,sg_i.CORE_CCD,sg_i.CORE_VIOLATING_COMPONENTS,sg_i.JAVA_PACKAGES,sg_i.JAVA_CYCLIC_PACKAGES,sg_i.CORE_COMPONENTS,sg_i.CORE_MAX_ACD,sg_i.CORE_RACD,sg_i.CORE_COMPONENT_CYCLE_GROUPS,sg_i.CORE_PARSER_DEPENDENCIES_TO_REMOVE_COMPONENTS,sg_i.JAVA_BYTE_CODE_INSTRUCTIONS,sg_i.CORE_STATEMENTS,sg_i.JAVA_BIGGEST_PACKAGE_CYCLE_GROUP,sg_i.CORE_IGNORED_THRESHOLD_VIOLATIONS,sg_i.CORE_SOURCE_ELEMENT_COUNT,sg_i.CORE_IGNORED_CYCLIC_COMPONENTS,sg_i.JAVA_PACKAGE_CYCLE_GROUPS,sg_i.PERCENTAGEOFDEADCODE,sg_i.CORE_CYCLICITY_COMPONENTS,sg_i.CORE_DUPLICATED_LINES,sg_i.JAVA_PARSER_DEPENDENCIES_TO_REMOVE_PACKAGES,sg_i.STRUCTURAL_DEBT_COST,sg_i.CURRENT_VIRTUAL_MODEL,sg_i.VIRTUAL_MODEL_FEATURE_AVAILABLE,sg_i.NUMBER_OF_TASKS,sg_i.NUMBER_OF_UNAPPLICABLE_TASKS,sg_i.NUMBER_OF_RESOLUTIONS,sg_i.NUMBER_OF_UNAPPLICABLE_RESOLUTIONS,sg_i.NUMBER_OF_REFACTORINGS,sg_i.NUMBER_OF_UNAPPLICABLE_REFACTORINGS,sg_i.NUMBER_OF_PARSER_DEPENDENCIES_AFFECTED_BY_REFACTORINGS,sg_i.JAVA_CYCLIC_PACKAGES_PERCENT,sg_i.MAX_MODULE_NCCD,sg_i.ARCHITECTURE_FEATURE_AVAILABLE,sg_i.NUMBER_OF_ISSUES,sg_i.NUMBER_OF_CRITICAL_ISSUES_WITHOUT_RESOLUTION,sg_i.VIOLATING_COMPONENTS_PERCENT,sg_i.UNASSIGNED_COMPONENTS_PERCENT,sg_i.NUMBER_OF_THRESHOLD_VIOLATIONS,sg_i.NUMBER_OF_WORKSPACE_WARNINGS,sg_i.NUMBER_OF_IGNORED_CRITICAL_ISSUES
AVo808v4OQHNsFaZlXZK,11123,152.4,,3.0,,9.5,,"1=953,2=847,4=396,6=206,8=129,10=86,12=162,20=65,30=103","0=42,5=1,10=2,20=2,30=6,60=3,90=17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,22,4,1.6,,,,,,"[{""key"":""css-sonar-way-41536"";""language"":""css"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:11+0000""};{""key"":""js-sonar-way-07141"";""language"":""js"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:16+0000""};{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""};{""key"":""web-sonar-way-10911"";""language"":""web"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,9878,10,23,4645,5031,169,,,,,,,0,9878,0,0,,,,,,,,,,,,102922,,3.0,447660,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19057,,14922,"css=2221,js=6802,py=5250,web=649",,1,92,11,2947,0,21808,,1845,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808v4OQHNsFaZlXZJ,17253,215.7,,3.0,,9.9,,"1=1330,2=1247,4=607,6=323,8=200,10=128,12=274,20=106,30=153","0=42,5=1,10=3,20=2,30=6,60=5,90=21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,22,4,1.6,,,,,,"[{""key"":""css-sonar-way-41536"";""language"":""css"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:11+0000""};{""key"":""js-sonar-way-07141"";""language"":""js"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:16+0000""};{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""};{""key"":""web-sonar-way-10911"";""language"":""web"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,12348,10,28,5419,6705,186,,,,,,,0,12348,0,0,,,,,,,,,,,,115933,,3.0,461910,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19699,,15397,"css=2221,js=7271,py=5250,web=655",,1,99,11,4368,0,26231,,1897,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808v4OQHNsFaZlXZI,17253,215.7,,3.0,,9.9,,"1=1330,2=1247,4=607,6=323,8=200,10=128,12=274,20=106,30=153","0=42,5=1,10=3,20=2,30=6,60=5,90=21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,22,4,1.6,,,,,,"[{""key"":""css-sonar-way-41536"";""language"":""css"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:11+0000""};{""key"":""js-sonar-way-07141"";""language"":""js"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:16+0000""};{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""};{""key"":""web-sonar-way-10911"";""language"":""web"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,12348,10,28,5419,6705,186,,,,,,,0,12348,0,0,,,,,,,,,,,,115933,,3.0,461910,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19699,,15397,"css=2221,js=7271,py=5250,web=655",,1,99,11,4368,0,26231,,1897,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808v4OQHNsFaZlXZH,17255,215.7,,3.0,,9.9,,"1=1330,2=1246,4=608,6=323,8=200,10=128,12=274,20=106,30=153","0=42,5=1,10=3,20=2,30=6,60=5,90=21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,22,4,1.6,,,,,,"[{""key"":""css-sonar-way-41536"";""language"":""css"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:11+0000""};{""key"":""js-sonar-way-07141"";""language"":""js"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:16+0000""};{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""};{""key"":""web-sonar-way-10911"";""language"":""web"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,12342,10,28,5414,6704,186,,,,,,,0,12342,0,0,,,,,,,,,,,,115907,,3.0,461730,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19688,,15391,"css=2221,js=7263,py=5252,web=655",,1,99,11,4368,0,26227,,1892,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808v4OQHNsFaZlXZG,27374,300.8,,3.0,,7.2,,"1=2584,2=2197,4=1020,6=498,8=310,10=194,12=361,20=135,30=168","0=52,5=1,10=3,20=3,30=5,60=5,90=22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,22,4,1.4,,,,,,"[{""key"":""css-sonar-way-41536"";""language"":""css"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:11+0000""};{""key"":""js-sonar-way-07141"";""language"":""js"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:16+0000""};{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""};{""key"":""web-sonar-way-10911"";""language"":""web"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,19159,25,40,7338,11570,186,,,,,,,0,19159,0,0,,,,,,,,,,,,143735,,3.0,511680,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21452,,17056,"css=2221,js=8631,py=5230,web=974",,1,110,12,7467,0,39439,,1955,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808v4OQHNsFaZlXZF,27367,297.5,,3.0,,7.2,,"1=2584,2=2198,4=1021,6=497,8=310,10=193,12=361,20=135,30=168","0=53,5=1,10=3,20=3,30=5,60=5,90=22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,22,4,1.4,,,,,,"[{""key"":""css-sonar-way-41536"";""language"":""css"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:11+0000""};{""key"":""js-sonar-way-07141"";""language"":""js"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:16+0000""};{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""};{""key"":""web-sonar-way-10911"";""language"":""web"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,19159,25,40,7339,11569,186,,,,,,,0,19159,0,0,,,,,,,,,,,,143738,,3.0,515190,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21587,,17173,"css=2221,js=8622,py=5209,web=1121",,1,111,12,7467,0,39411,,1969,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808v4OQHNsFaZlXZE,27363,297.4,,3.0,,7.2,,"1=2584,2=2197,4=1021,6=498,8=309,10=193,12=361,20=135,30=168","0=53,5=1,10=3,20=3,30=5,60=5,90=22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,22,4,1.4,,,,,,"[{""key"":""css-sonar-way-41536"";""language"":""css"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:11+0000""};{""key"":""js-sonar-way-07141"";""language"":""js"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:16+0000""};{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""};{""key"":""web-sonar-way-10911"";""language"":""web"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,19157,25,40,7338,11568,186,,,,,,,0,19157,0,0,,,,,,,,,,,,143736,,3.0,513660,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21536,,17122,"css=2221,js=8617,py=5174,web=1110",,1,111,12,7466,0,39401,,1968,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808v4OQHNsFaZlXZD,34776,354.9,,3.0,,7.9,,"1=2958,2=2603,4=1249,6=630,8=393,10=228,12=503,20=186,30=219","0=56,5=2,10=3,20=3,30=5,60=5,90=24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,24,6,1.7,,,,,,"[{""key"":""css-sonar-way-41536"";""language"":""css"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:11+0000""};{""key"":""js-sonar-way-07141"";""language"":""js"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:16+0000""};{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""};{""key"":""web-sonar-way-10911"";""language"":""web"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,22781,25,46,8559,13965,186,,,,,,,0,22781,0,0,,,,,,,,,,,,162871,,3.0,516900,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21674,,17230,"css=2221,js=8682,py=5218,web=1109",,1,117,13,8969,0,46955,,1981,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808v4OQHNsFaZlXZC,34799,355.1,,3.0,,7.9,,"1=2958,2=2604,4=1250,6=631,8=393,10=229,12=503,20=186,30=219","0=56,5=2,10=3,20=3,30=5,60=5,90=24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,24,6,1.7,,,,,,"[{""key"":""css-sonar-way-41536"";""language"":""css"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:11+0000""};{""key"":""js-sonar-way-07141"";""language"":""js"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:16+0000""};{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""};{""key"":""web-sonar-way-10911"";""language"":""web"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,22787,25,46,8563,13967,186,,,,,,,0,22787,0,0,,,,,,,,,,,,162899,,3.0,518070,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21729,,17269,"css=2221,js=8682,py=5257,web=1109",,1,117,13,8973,0,46984,,1989,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808v4OQHNsFaZlXZB,34729,354.4,,3.0,,7.8,,"1=2955,2=2599,4=1249,6=630,8=394,10=229,12=503,20=185,30=216","0=56,5=2,10=3,20=3,30=6,60=5,90=23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,22,6,1.5,,,,,,"[{""key"":""css-sonar-way-41536"";""language"":""css"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:11+0000""};{""key"":""js-sonar-way-07141"";""language"":""js"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:16+0000""};{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""};{""key"":""web-sonar-way-10911"";""language"":""web"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,22782,23,46,8549,13984,180,,,,,,,0,22782,0,0,,,,,,,,,,,,162720,,3.0,499890,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21035,,16663,"css=2221,js=8443,py=4902,web=1097",,1,117,13,8960,0,46844,,1955,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808v4OQHNsFaZlXZA,34725,354.3,,3.0,,7.8,,"1=2955,2=2599,4=1250,6=630,8=393,10=229,12=503,20=185,30=216","0=56,5=2,10=3,20=3,30=6,60=5,90=23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,22,6,1.5,,,,,,"[{""key"":""css-sonar-way-41536"";""language"":""css"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:11+0000""};{""key"":""js-sonar-way-07141"";""language"":""js"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:16+0000""};{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""};{""key"":""web-sonar-way-10911"";""language"":""web"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,22782,23,46,8550,13983,180,,,,,,,0,22782,0,0,,,,,,,,,,,,162724,,3.0,499230,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21013,,16641,"css=2221,js=8431,py=4893,web=1096",,1,117,13,8960,0,46825,,1967,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808v4OQHNsFaZlXY_,34384,354.5,,3.0,,7.8,,"1=2906,2=2578,4=1238,6=625,8=387,10=226,12=499,20=184,30=213","0=56,5=2,10=4,20=3,30=5,60=5,90=22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,22,6,1.5,,,,,,"[{""key"":""css-sonar-way-41536"";""language"":""css"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:11+0000""};{""key"":""js-sonar-way-07141"";""language"":""js"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:16+0000""};{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""};{""key"":""web-sonar-way-10911"";""language"":""web"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,22702,22,44,8518,13944,174,,,,,,,0,22702,0,0,,,,,,,,,,,,162073,,3.0,475710,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19984,,15857,"css=2221,js=7653,py=4871,web=1112",,1,116,13,8856,0,46251,,1797,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808v4OQHNsFaZlXY-,34478,362.9,,3.0,,7.8,,"1=2950,2=2623,4=1257,6=628,8=385,10=228,12=499,20=187,30=211","0=55,5=3,10=3,20=1,30=6,60=5,90=22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,22,6,1.6,,,,,,"[{""key"":""css-sonar-way-41536"";""language"":""css"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:11+0000""};{""key"":""js-sonar-way-07141"";""language"":""js"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:16+0000""};{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""};{""key"":""web-sonar-way-10911"";""language"":""web"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,22970,17,41,8517,14227,168,,,,,,,0,22970,0,0,,,,,,,,,,,,161754,,3.0,463680,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19022,,15456,"css=2221,js=7251,py=4892,web=1092",,1,113,13,8968,0,46196,,1676,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808v4OQHNsFaZlXY9,34478,362.9,,3.0,,7.8,,"1=2950,2=2623,4=1257,6=628,8=385,10=228,12=499,20=187,30=211","0=55,5=3,10=3,20=1,30=6,60=5,90=22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,22,6,1.6,,,,,,"[{""key"":""css-sonar-way-41536"";""language"":""css"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:11+0000""};{""key"":""js-sonar-way-07141"";""language"":""js"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:16+0000""};{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""};{""key"":""web-sonar-way-10911"";""language"":""web"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,22970,17,41,8517,14227,168,,,,,,,0,22970,0,0,,,,,,,,,,,,161754,,3.0,463680,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19022,,15456,"css=2221,js=7251,py=4892,web=1092",,1,113,13,8968,0,46196,,1676,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808v4OQHNsFaZlXY8,32497,345.7,,3.0,,8.0,,"1=2643,2=2394,4=1164,6=592,8=361,10=218,12=488,20=183,30=209","0=55,5=3,10=3,20=1,30=6,60=5,90=21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,22,6,1.7,,,,,,"[{""key"":""css-sonar-way-41536"";""language"":""css"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:11+0000""};{""key"":""js-sonar-way-07141"";""language"":""js"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:16+0000""};{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""};{""key"":""web-sonar-way-10911"";""language"":""web"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,22052,17,41,8364,13462,168,,,,,,,0,22052,0,0,,,,,,,,,,,,158810,,3.0,451470,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18547,,15049,"css=1805,js=7247,py=4892,web=1105",,1,111,13,8252,0,44351,,1658,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
